name,NI,age
Dallas,0.06,15
Freeman,0.06,53
Jonas,0.45,36
Lige,0.96,26
Napoleon,0.9,11
Walker,0.03,64
Zack,0.46,52
Boyd,0.79,29
Clay,0.78,35
Dewitt,0.96,53
Emmet,0.76,36
Evan,0.82,34
General,0.07,29
Isiah,0.45,41
Josiah,0.83,16
Omer,0.32,35
Perley,0.59,59
Ferdinand,0.1,12
Hans,0.54,6
Israel,0.21,47
Judson,0.32,51
Morgan,0.97,23
Waldo,0.13,33
Berry,0.91,44
Carroll,0.94,57
Clement,0.17,41
Elliott,0.66,48
Ezekiel,0.66,53
Foster,0.29,34
Gust,0.07,36
Jason,0.37,46
Josh,0.58,24
Junius,0.44,15
Loren,0.69,39
Wilfred,0.69,44
Adolphus,0.08,32
Allie,0.39,46
Benjiman,0.33,27
Christ,0.61,15
Dwight,0.7,8
Earle,0.03,19
Francisco,0.51,33
Giles,0.07,25
Granville,0.15,30
Jonathan,0.38,20
Lafayette,0.78,37
Leander,0.72,6
Lyman,0.91,25
Lynn,0.04,16
Ruben,0.4,15
Dick,0.98,41
Elvin,0.58,22
Emerson,0.04,33
Emile,0.31,40
Isom,0.87,57
Jimmie,0.81,64
King,0.21,45
Mitchell,0.17,60
Orrin,0.13,11
Pat,0.53,5
Royal,0.63,44
Sim,0.43,41
Truman,0.6,49
Washington,0.07,23
Al,0.55,6
Carlos,0.93,14
Lem,0.94,6
Milo,0.72,37
Oren,0.14,58
Orlando,0.46,21
Allan,0.28,11
Arther,0.07,33
Caleb,0.38,16
Cicero,0.75,24
Clem,0.89,30
Clint,0.55,38
Dean,0.53,48
Forest,0.92,33
Gustav,0.76,41
Harmon,0.72,5
Ivan,0.27,55
Jordan,0.14,56
Ned,0.52,56
Nels,0.34,43
Phil,0.36,63
Randolph,0.89,49
Smith,0.62,35
Tomas,0.01,30
Turner,0.39,39
Ulysses,0.12,45
Vern,0.58,48
Wilford,0.1,61
Addison,0.45,50
Alford,0.87,25
Art,0.78,58
Benjamine,0.57,20
Enos,0.07,45
Erwin,0.51,21
Gabriel,0.74,9
Issac,0.63,6
Lucious,0.47,14
Malcolm,0.5,13
Merton,0.72,22
Micheal,0.54,55
Prince,0.72,39
Simeon,0.02,37
Anna,0.68,49
Carlton,0.85,10
Coleman,0.3,59
Douglas,0.21,61
Finis,0.47,48
Hardy,0.82,28
Hosea,0.93,61
Jules,0.55,65
Rolla,0.37,21
Tobe,0.89,33
Wash,0.62,21
Almon,0.59,21
Aubrey,0.87,32
Bertram,0.43,22
Casper,0.11,29
Ellsworth,0.99,14
Ephraim,0.82,22
Fay,0.75,40
Hamilton,0.21,56
Harris,0.86,64
Henery,0.71,6
Lou,0.81,50
Mat,0.99,59
Rollin,0.14,44
Sol,0.01,6
Steven,0.82,62
Verne,0.73,30
West,0.56,56
Wm,0.18,62
Adelbert,0.84,31
Alma,0.72,62
Aron,0.55,57
Axel,0.61,26
Bennett,0.49,30
Brown,0.83,21
Buck,0.31,22
Colonel,0.47,8
Elton,0.36,61
Elza,0.55,13
Gerald,0.61,20
Ivy,0.48,16
Johnie,0.57,65
Judge,0.27,39
Lenard,0.13,53
Minor,0.04,46
Morton,0.06,10
Murray,0.5,42
Nat,0.29,43
Newell,0.78,50
Norris,0.12,53
Pedro,0.42,41
Rollie,0.19,43
Sandy,0.66,18
Wilber,0.33,60
Wilburn,0.97,42
Wyatt,0.4,48
Davis,0.13,46
Dell,0.1,26
Doc,0.96,60
Fate,0.27,25
Frederic,0.23,34
Harlan,0.07,30
Harve,0.36,37
Henderson,0.19,22
Johnny,0.4,9
Logan,0.61,31
Mason,0.96,44
Merle,0.39,10
Merritt,0.28,35
Noel,0.09,60
Valentine,0.37,49
Wellington,0.68,44
Abel,0.83,32
Adrian,0.67,65
Alphonse,0.39,58
Carter,0.88,32
Cary,0.49,12
Cleveland,0.21,59
Crawford,0.55,49
Curt,0.92,65
Duncan,0.99,7
Early,0.71,32
Ernst,0.2,6
Frances,0.43,40
Gene,0.68,51
Hal,0.01,43
Hamp,0.22,61
Hezekiah,0.6,16
Lawson,0.99,39
Luis,0.17,46
Mathias,0.65,48
Olin,0.16,11
Parker,0.74,12
Pleasant,0.91,33
Reginald,0.26,62
Rich,0.55,65
Seymour,0.21,11
Solon,0.62,38
Stuart,0.79,7
Thaddeus,0.72,30
Tim,0.01,8
Winfred,0.37,9
Alton,0.67,13
Asbury,0.54,8
Bart,0.32,17
Benton,0.87,6
Beverly,0.53,23
Birt,0.07,53
Burl,0.03,55
Chin,0.95,14
Elihu,0.01,13
Erastus,0.05,21
Ford,0.88,56
Hampton,0.12,19
Houston,0.28,15
Johnson,0.23,18
Len,1,33
Lonzo,0.11,61
Loyd,0.34,42
Lucas,0.17,15
Lucien,0.27,14
Miller,0.63,14
Mortimer,0.01,14
Omar,0.85,32
Orval,0.66,39
Pierre,0.03,42
Raleigh,0.5,48
Ransom,0.83,15
Rush,0.36,17
Shelby,0.07,36
Tommie,0.95,26
Wilmer,0.12,50
Alonza,0.91,8
Artie,0.92,58
Bee,0.54,56
Benjaman,0.77,56
Bradley,0.06,15
Cal,0.97,44
Cloyd,0.68,40
Danial,0.71,14
Dexter,0.01,33
Emmitt,0.68,20
Finley,0.19,30
Guss,0.22,53
June,0.39,52
Lacy,0.43,14
Larkin,0.13,64
Meyer,0.45,54
Mont,0.9,39
Newt,0.63,22
Paris,0.81,28
Pleas,0.67,21
Rupert,0.06,6
Russel,0.11,31
Santiago,0.41,65
Sid,0.96,53
Soloman,0.84,35
Thornton,0.32,33
Walton,0.26,11
Warner,0.8,46
Watson,0.27,17
Willam,0.06,15
Wylie,0.39,43
Zeb,0.11,62
Allison,0.98,28
Alpha,0.52,61
Angus,0.55,61
Anson,0.02,47
Asberry,0.92,18
Basil,0.11,16
Bertie,0.89,26
Berton,0.44,6
Bryant,0.42,21
Buford,0.19,32
Byrd,0.18,41
Cassius,0.71,62
Clair,0.26,46
Cornelious,0.61,49
Dana,0.43,5
Deforest,0.37,34
Denis,0.47,44
Dillard,0.95,62
Dolph,0.01,45
Dorsey,0.79,57
Edith,0.86,56
Eldridge,0.6,58
Elmo,0.16,30
Emma,1,58
Eric,0.65,18
Freddie,0.85,52
Geo,0.34,61
Godfrey,0.52,49
Harper,0.26,39
Haywood,0.55,53
Jean,0.59,6
Jule,0.41,27
Lambert,0.65,38
Leland,0.06,37
Lew,0.43,41
Margaret,0.49,57
Marshal,0.27,61
Miguel,0.67,11
Milford,0.58,28
Ocie,0.51,39
Olen,0.48,24
Orange,0.39,49
Orin,0.77,7
Ottis,0.05,16
Park,0.9,64
Pinkney,0.77,64
Ples,0.45,42
Press,0.84,43
Rafael,0.03,20
Ramon,0.65,8
Randall,0.38,61
Reece,0.39,53
Roe,0.84,43
Rube,0.8,16
Thad,0.9,45
Vivian,0.81,50
Willian,0.16,49
Young,0.99,56
Aloysius,0.94,26
Ambers,0.1,50
Archer,0.22,48
Bailey,0.83,37
Bartholomew,0.76,49
Bessie,0.84,37
Billie,0.49,21
Bishop,0.82,38
Carey,0.69,44
Collins,0.47,29
Connie,1,31
Drew,0.72,65
Elbridge,0.49,62
Eldon,0.05,35
Elvis,0.32,33
Ely,0.83,47
Fritz,0.94,23
Gaston,0.72,14
Guadalupe,0.93,19
Hartwell,0.45,14
Herschel,0.9,30
Isadore,0.8,61
Jesus,0.89,32
Kelly,0.36,61
Knox,0.86,56
Larry,0.49,21
Lindsay,0.02,9
Llewellyn,0.63,54
Lue,0.8,64
Manning,0.95,23
Marcellus,0.53,22
Mervin,0.34,14
Minnie,0.6,23
Odie,0.62,15
Ola,0.56,24
Palmer,0.5,33
Reed,0.22,16
Reese,0.37,5
Sampson,0.3,62
Samual,0.89,63
Sanders,0.09,44
Squire,0.94,23
Sterling,0.21,22
Sumner,0.75,57
Theo,0.57,55
Thos,0.79,21
Todd,0.25,34
Tommy,0.74,65
Unknown,0.17,8
Watt,0.48,17
Wendell,0.91,56
Wirt,0.12,13
Wong,1,22
Woodie,0.07,48
Addie,0.79,35
Albion,0.09,35
Alec,0.96,17
Alice,0.18,6
Alphonso,0.21,11
Alvis,0.13,11
Ammon,0.69,14
Auther,0.12,17
Ballard,0.81,50
Barton,0.08,40
Boss,0.11,7
Burley,0.09,45
Cas,0.17,63
Cass,0.24,51
Chalmer,0.56,23
Chesley,0.76,9
Cora,0.3,44
Coy,0.51,29
Denton,0.09,18
Doss,0.74,53
Edson,0.47,6
Egbert,0.98,6
Elder,0.94,34
Elie,0.46,11
Elsworth,0.77,55
Elzie,0.19,22
Erving,0.8,43
Evans,0.81,20
Evert,0.55,49
Florence,0.82,49
Fredric,0.26,62
Furman,0.27,24
Garland,0.94,11
Garrett,0.01,47
Gideon,0.72,64
Halsey,0.85,21
Handy,0.56,62
Helen,0.05,38
Horatio,0.02,63
Hyrum,0.32,42
Isham,0.32,43
Justin,0.92,34
Leopold,0.56,58
Levy,0.84,65
Lindsey,0.68,29
Lum,0.65,29
Mac,0.02,14
Mahlon,0.08,9
Mart,0.37,64
Merrill,0.64,39
Nellie,0.6,28
Oda,0.56,35
Olaf,0.26,51
Oran,0.58,7
Orson,0.44,28
Pearlie,0.94,49
Percival,0.93,11
Pierce,0.3,44
Plummer,0.7,38
Presley,0.43,6
Price,0.62,28
Quincy,0.06,7
Rex,0.36,48
Rollo,0.78,11
Roswell,0.28,52
Ruffus,0.82,60
Sheldon,0.14,44
Shirley,0.64,16
Ted,0.2,51
Tilman,0.24,12
Vance,0.49,56
Williams,0.22,50
Worth,0.2,10
York,0.55,27
Acie,0.29,32
Alden,0.78,25
Alfonso,0.65,42
Alois,0.02,59
Alvah,0.93,29
Alvie,0.86,21
Andres,0.04,33
Asher,0.54,15
Ashley,0.97,23
Ashton,0.4,7
Augustine,0.06,25
Baxter,0.79,15
Bernhard,0.67,43
Bertrand,0.56,37
Billy,0.19,5
Bird,0.59,22
Blaine,0.4,7
Bruno,0.91,12
Burke,0.91,52
Cap,0.42,63
Carrie,0.86,59
Carson,0.5,9
Casimiro,0.93,63
Collie,0.12,43
Curley,0.28,55
Dale,0.63,23
Dixon,0.92,47
Dominick,0.31,54
Ennis,0.96,34
Erasmus,0.41,45
Ferd,0.94,36
Garret,0.4,38
Gary,0.34,42
Gee,0.67,49
Gerrit,0.35,24
Gregory,0.21,23
Griffin,0.35,25
Hall,0.74,52
Heber,0.24,21
Hector,1,16
Hermann,1,62
Hosteen,0.11,47
Howell,0.99,34
Huey,0.55,53
Humphrey,0.92,39
Hunter,0.07,37
Hurley,0.53,49
Isidore,0.64,25
Ivey,0.55,9
Jones,0.19,44
Lafe,0.12,22
Lonie,0.89,25
Lorenza,0.96,62
Lyle,0.4,14
Marian,0.49,44
Maud,0.75,50
Maude,0.17,22
Melville,0.59,57
Murphy,0.61,26
Neil,0.15,53
Obe,0.22,16
Obie,0.07,56
Orla,0.77,41
Orlo,0.29,47
Orrie,0.27,44
Oswald,0.29,57
Otha,0.57,53
Richmond,0.07,46
Rodney,0.07,25
Rutherford,0.16,62
Sebastian,0.79,35
Stanton,0.19,6
Starling,0.45,11
Stonewall,0.64,8
Sydney,0.24,53
Thurman,0.11,8
Tolbert,0.07,24
Toney,0.15,36
Troy,0.93,55
Uriah,0.06,57
Vernie,0.59,65
Weaver,0.05,51
Webb,0.3,51
Whit,0.64,37
Yee,0.05,7
Adrien,0.05,33
Albin,0.85,59
Alf,0.19,16
Alto,0.33,25
Angelo,0.86,18
Annie,0.03,65
Antone,0.71,37
Arden,0.39,62
Arlington,0.95,40
Atticus,0.43,41
Augustin,0.21,42
Author,0.34,63
Authur,0.06,18
Bedford,0.99,35
Belton,0.88,37
Bertha,0.07,56
Blair,0.08,39
Burrell,0.89,35
Buster,0.21,52
Caesar,0.11,30
Callie,0.24,8
Campbell,0.87,30
Champ,0.19,21
Clara,0.47,23
Clarance,0.69,10
Clarke,0.68,50
Cliff,0.15,38
Coley,0.65,28
Colin,0.27,15
Conway,0.72,39
Craig,0.1,36
Dalton,0.31,51
Darrell,0.24,42
Darwin,0.32,42
Delmar,0.36,41
Dennie,0.38,35
Dolphus,0.7,56
Duke,0.26,38
Ebb,0.31,17
Ebbie,0.34,19
Eber,0.09,40
Edna,0.17,54
Ellison,0.87,7
Elmore,0.69,32
Elonzo,0.72,26
Emit,0.73,13
Emry,0.47,59
Ephram,0.6,56
Esequiel,0.75,19
Essie,0.78,57
Esta,0.04,55
Ethel,0.03,49
Evertt,0.35,50
Fayette,0.91,34
Flem,0.77,40
Fleming,0.34,14
Gabe,0.2,63
Garner,0.47,39
Garnett,0.97,21
Golden,0.39,16
Graham,0.14,6
Gregg,0.17,16
Gustaf,0.09,52
Gustavus,0.64,34
Halbert,0.71,65
Hardie,0.04,44
Hardin,0.23,39
Harvie,0.72,26
Harvy,0.17,5
Hayes,0.31,48
Hilliard,0.57,38
Hollis,0.98,38
Hubbard,0.62,28
Hudson,0.83,52
Ida,0.09,50
Jared,0.74,45
Jere,0.27,29
Joesph,0.79,47
Johnathan,0.11,57
Jonah,0.06,60
Julious,0.49,58
Juluis,0.2,26
Justus,0.82,21
Kirby,0.7,13
Kyle,0.42,41
Lane,0.58,59
Lawerence,0.8,58
Layton,0.68,13
Less,0.47,32
Lincoln,0.3,14
Linwood,0.74,59
Louise,0.18,63
Lowell,0.94,55
Loy,0.77,21
Lucy,0.48,65
Malachi,0.51,46
Manly,0.7,12
Mannie,0.9,10
Marcel,0.43,53
Marius,0.1,61
Marrion,0.91,34
Math,0.42,16
Mercer,0.34,9
Monte,0.82,55
Montgomery,0.35,49
Nolan,0.59,45
Okey,0.33,54
Orley,0.74,30
Page,0.07,14
Philo,0.01,32
Primus,0.02,6
Prosper,0.31,41
Pryor,0.28,17
Rene,0.64,22
Robin,1,15
Roll,0.56,55
Rolland,0.11,28
Seward,0.97,45
Shannon,0.55,46
Talmage,0.95,17
Urban,0.15,26
Vaughn,0.5,16
Verner,0.46,63
Waverly,0.48,47
Webster,0.21,47
Weldon,0.99,59
Wells,0.37,25
Wiliam,0.77,43
Wilton,0.56,63
Wing,0.57,57
Wood,0.69,5
Wright,0.58,33
Ab,0.11,34
Add,1,17
Adelard,0.22,28
John,0.08,36
William,0.53,56
James,0.22,57
George,0.49,36
Charles,0.9,17
Frank,0.08,5
Joseph,0.88,12
Thomas,0.12,9
Henry,0.01,26
Robert,0.02,25
Edward,0.2,47
Harry,0.38,22
Walter,0.63,63
Arthur,0.94,54
Fred,0.38,37
Albert,0.31,64
Samuel,0.59,14
Louis,0.3,19
David,0.1,57
Clarence,0.74,7
Charlie,0.13,30
Richard,0.71,10
Joe,0.47,31
Andrew,0.22,39
Will,0.61,18
Jesse,0.93,30
Ernest,0.79,36
Oscar,0.64,16
Daniel,0.68,23
Sam,0.5,33
Willie,0.49,40
Alfred,0.98,55
Roy,0.74,64
Benjamin,0.43,27
Carl,0.01,59
Peter,0.66,62
Frederick,0.33,19
Elmer,0.5,47
Lewis,0.37,9
Herbert,0.96,40
Lee,0.17,59
Howard,0.97,63
Ralph,0.56,42
Paul,0.34,53
Jim,0.38,54
Jacob,0.65,36
Tom,0.67,49
Martin,0.89,17
Earl,0.35,33
Claude,0.7,62
Herman,0.47,40
Bert,0.91,25
Eugene,0.01,10
Ed,0.71,30
Ben,0.98,62
Francis,0.7,13
Michael,0.18,55
Edgar,0.12,63
Edwin,0.83,23
Chester,0.86,12
Harvey,0.24,30
Clyde,0.76,25
Lawrence,0.12,19
Luther,0.13,19
Isaac,0.24,45
Jack,0.51,6
Charley,0.91,11
Guy,0.07,13
Otto,0.36,41
Patrick,0.35,36
Ira,0.07,16
Oliver,0.23,25
Hugh,0.4,5
August,0.54,46
Theodore,0.22,65
Floyd,0.36,24
Leonard,0.18,17
Raymond,0.29,39
Alexander,0.52,58
Allen,0.35,16
Stephen,0.55,19
Archie,0.69,31
Ray,0.25,20
Jessie,0.26,8
Homer,0.2,60
Warren,0.12,11
Philip,0.37,40
Horace,0.51,15
Alex,0.08,61
Eddie,0.79,31
Julius,0.33,63
Emil,0.6,7
Marion,0.45,28
Clifford,0.57,62
Milton,0.08,47
Leroy,0.33,47
Dan,0.29,56
Rufus,0.15,6
Leo,0.53,63
Sidney,0.08,42
Mack,0.89,17
Wesley,0.75,49
Bernard,0.79,20
Willis,0.07,37
Anthony,0.16,11
Dave,0.53,62
Everett,1,61
Dennis,0.5,26
Amos,0.86,29
Lester,0.85,9
Alonzo,0.61,40
Perry,0.89,35
Alvin,0.43,44
Leon,0.03,41
Harold,0.02,15
Percy,0.61,65
Calvin,0.05,9
Jess,0.96,51
Leslie,0.51,16
Lloyd,0.49,53
Gus,0.56,34
Otis,0.42,56
Adam,0.72,8
Nathan,0.77,58
Franklin,0.1,50
Elijah,0.66,61
Matthew,0.6,36
Victor,0.26,43
Noah,0.91,27
Cornelius,0.18,36
Norman,0.53,30
Jerry,0.16,40
Levi,0.75,20
Earnest,0.5,54
Hiram,0.44,43
Nelson,0.03,12
Phillip,0.04,20
Wallace,0.86,13
Maurice,0.17,56
Elbert,0.75,54
Emmett,0.73,19
Jake,0.19,31
Ross,0.42,54
Jose,0.93,5
Adolph,0.09,43
Eli,0.41,41
Moses,0.26,31
Manuel,0.07,54
Silas,0.08,49
Wiley,0.58,21
Abraham,0.36,16
Felix,0.85,29
Christopher,0.46,48
Claud,0.8,11
Mark,0.34,50
Mike,0.06,55
Gilbert,0.74,27
Jasper,0.8,20
Ellis,0.7,40
Melvin,0.49,47
Aaron,0.95,63
Alva,0.35,10
Marshall,0.8,28
Willard,1,11
Wilson,0.58,12
Jeff,0.51,16
Morris,0.57,21
Roscoe,0.12,30
Wilbur,0.06,55
Jay,0.04,42
Virgil,0.64,14
Clinton,1,42
Lonnie,0.25,60
Ollie,0.49,49
Simon,0.02,59
Mose,0.08,50
Fredrick,0.65,12
Harrison,0.99,11
Monroe,0.12,55
Stanley,0.4,8
Harley,0.1,49
Max,0.34,17
Sylvester,0.97,45
Reuben,0.39,17
Russell,0.51,61
Edmund,0.03,64
Timothy,0.56,27
Curtis,0.43,30
Millard,0.66,21
Garfield,0.02,13
Ike,0.49,38
Ora,0.91,13
Bruce,0.55,19
Byron,0.63,26
Irvin,0.08,36
Nicholas,0.6,40
Augustus,0.26,45
Austin,0.35,26
Owen,0.35,15
Anton,0.46,65
Marvin,0.97,57
Wade,0.42,28
Edd,0.25,20
Steve,0.88,23
Asa,0.02,22
Columbus,0.84,28
Bill,0.81,23
Irving,0.99,53
Newton,0.29,39
Clayton,0.66,40
Pete,0.57,28
Bob,0.63,20
Dock,0.91,64
Johnnie,0.39,54
Anderson,0.62,37
Pearl,0.71,55
Elias,0.08,44
Gustave,0.14,41
Nathaniel,0.3,20
Grover,0.42,42
Arch,0.06,35
Clark,0.48,45
Joel,0.31,62
Riley,0.84,50
Cecil,0.68,59
Emery,0.41,65
Vernon,0.94,62
Barney,0.2,55
Lon,0.65,31
Rudolph,0.7,47
Andy,0.64,7
Clifton,0.59,43
Glenn,0.16,60
Solomon,0.92,29
Abe,0.85,55
Joshua,0.2,61
Sherman,0.8,24
Christian,0.23,48
Hubert,0.06,64
Jackson,0.56,48
Preston,0.48,55
Donald,0.88,39
Ferdinand,0.36,36
Scott,0.72,63
Conrad,0.8,64
Enoch,0.83,41
Mathew,0.51,39
Chas,0.69,58
Cyrus,0.76,58
Delbert,0.33,25
Don,0.2,6
Louie,0.03,14
Marcus,0.57,45
Orville,0.63,42
Tony,0.67,22
Van,0.56,38
Emanuel,0.06,15
Ervin,0.83,63
Luke,0.37,54
Major,0.76,52
Miles,0.72,43
Gustav,0.77,5
Jerome,0.29,5
Lemuel,0.89,41
Arnold,0.63,65
Lucius,0.98,22
Ezra,0.3,26
Grant,0.88,65
Julian,0.52,31
Lorenzo,0.8,21
Lyman,0.92,37
Karl,0.6,12
Chris,0.35,8
Edmond,0.06,10
Juan,0.03,15
Winfield,0.68,49
Ambrose,0.21,64
Burton,0.4,39
Emory,0.5,53
Forrest,0.23,21
Roland,0.22,34
Vincent,0.04,20
Emile,0.99,17
Gordon,0.25,19
Isaiah,0.41,43
Mitchell,0.88,62
Ole,0.15,38
Benjiman,0.34,18
Cleveland,0.24,12
Elisha,0.92,47
Loren,0.44,37
Neal,0.64,39
Nick,0.42,64
Clem,0.27,47
Foster,0.81,18
Jefferson,0.42,42
Ruben,0.17,37
Al,0.09,9
Bennie,0.31,40
Bud,0.68,5
General,0.12,55
Jeremiah,0.67,26
Ned,0.78,39
Sanford,0.01,14
Sim,0.07,11
Spencer,0.81,35
Abner,0.63,12
Carroll,0.7,48
Douglas,0.36,15
Roger,0.71,34
Burt,0.62,65
Seth,0.29,45
Archibald,0.16,18
Elwood,0.54,18
Mary,0.72,53
Omer,0.49,11
Ward,0.72,31
Antonio,0.03,27
Boyd,0.08,39
Freeman,0.28,19
Napoleon,0.32,48
Wilber,0.6,16
Zack,0.92,22
Dudley,0.52,36
Isiah,0.52,50
Leander,0.34,8
Pat,0.13,19
Pink,0.08,40
Porter,0.39,64
Vern,0.41,9
Walker,0.34,56
Allie,0.36,43
Berry,0.34,60
Dallas,0.4,8
Forest,0.78,52
Glen,0.84,20
Green,0.54,20
Hans,0.11,31
Henderson,0.39,56
Jonathan,0.64,65
Lynn,0.13,52
Madison,0.93,40
Milo,0.75,23
Pedro,0.2,62
Royal,0.65,9
Taylor,0.23,26
Hal,0.25,9
Hardy,0.33,47
Jonas,0.52,31
King,0.29,25
Matt,0.21,14
Myron,0.2,10
Nels,0.78,27
Wash,0.28,65
Abram,0.81,20
Caleb,0.29,65
Casper,0.2,49
Frederic,0.47,50
Granville,0.78,35
Gust,0.38,35
Ivan,0.79,31
Lem,0.35,46
Otho,0.63,14
Wilford,0.7,64
Angus,0.87,41
Isom,0.11,19
Josiah,1,19
Laurence,0.63,65
Morgan,0.63,5
Christ,0.2,46
Clement,0.9,13
Dee,0.77,53
Judson,0.37,31
Junius,0.61,44
Morton,0.96,34
Washington,0.96,39
Earle,1,50
Ellsworth,0.59,45
Emmet,0.04,38
Harve,0.06,60
Israel,0.19,9
Johnie,0.05,10
Kenneth,0.85,33
Lige,0.83,27
Orrin,0.04,50
Steven,0.16,49
Wayne,0.44,19
Wilfred,0.62,63
Addison,0.88,28
Bertram,0.13,44
Carlton,0.37,7
Elliott,0.65,45
Fletcher,0.02,55
Fritz,0.4,31
Lawson,0.66,12
Lucian,0.2,31
Watson,0.02,32
Wilburn,0.99,37
Billie,0.3,13
Carlos,0.67,36
Clarance,0.85,14
Elton,0.14,51
Gabriel,0.83,35
Harmon,0.45,13
Irwin,0.27,29
Jason,0.72,38
Jimmie,0.21,56
Judge,0.37,14
Lafayette,0.58,31
Malcolm,0.8,15
Merton,0.37,26
Ramon,0.57,30
Sol,0.21,33
Wilbert,0.98,63
Wilmer,0.79,63
Elmo,0.59,49
Francisco,0.83,53
Geo,0.82,56
Hugo,0.21,8
Murray,0.17,59
Neil,0.92,19
Sandy,0.73,40
Simeon,0.79,60
Stewart,0.94,16
Valentine,0.67,58
Adrian,0.5,62
Alton,0.67,8
Artie,0.99,23
Burl,0.95,59
Carey,0.82,48
Coleman,0.24,65
Guss,0.67,42
Noble,0.84,47
Oren,0.67,39
Prince,0.2,8
Wm,0.49,55
Chauncey,1,56
Clay,0.6,55
Dewitt,0.05,32
Dwight,0.41,18
Garland,0.85,5
Haywood,0.52,51
Houston,0.16,40
Logan,0.58,29
Lucious,0.41,13
Rolla,0.66,28
Thornton,0.38,54
Tobe,0.68,47
Tomas,0.45,61
Truman,0.24,30
Turner,0.84,57
Webster,0.6,13
Alford,0.17,62
Alphonse,0.71,14
Arther,0.88,58
Aubrey,0.63,64
Cal,0.97,22
Enos,0.96,24
Harris,0.3,32
Johnny,0.8,57
Lew,0.43,16
Loyd,0.96,60
Miller,0.34,16
Ransom,0.34,24
Smith,0.42,22
Sterling,0.94,41
Troy,0.51,37
Waldo,0.19,51
Allan,0.26,33
Barton,0.61,51
Clair,0.81,8
Clint,0.13,57
Crawford,0.46,5
Elvin,0.12,6
Emerson,0.47,52
Fay,0.81,10
Garrett,0.09,11
Gerald,0.92,30
Hamilton,0.04,28
Lucien,0.09,15
Mortimer,0.74,35
Orin,0.49,62
Palmer,0.42,16
Raleigh,0.95,52
Randolph,0.42,34
Saul,0.78,20
Ulysses,0.7,35
Warner,0.24,62
Adelbert,0.88,47
Adolphus,0.7,39
Alpha,0.75,23
Art,0.9,13
Avery,0.13,32
Bennett,0.32,54
Carson,0.04,23
Colonel,0.71,34
Dana,0.42,33
Dick,0.18,58
Elza,0.29,35
Erastus,0.4,63
Finley,0.6,31
Gene,0.73,51
Jesus,0.49,12
Josh,0.65,6
Larkin,0.76,42
Mathias,0.31,18
Micheal,0.1,11
Newt,0.7,44
Parker,0.65,56
Pierce,0.56,47
Randall,0.67,59
Rollie,0.98,12
Ted,0.66,18
Alvah,0.7,30
Blaine,0.68,61
Bryant,0.3,28
Cary,0.58,50
Cicero,0.45,56
Cleve,0.3,28
Cliff,0.18,38
Dell,0.68,48
Dorsey,0.97,61
Elmore,0.21,19
Henery,0.1,44
Jules,0.08,64
Kelly,0.14,49
Leland,0.86,36
Lincoln,0.22,6
Luis,0.1,52
Merle,0.02,60
Okey,0.55,6
Olaf,0.05,43
Orlando,0.74,45
Phil,0.54,13
Pleas,0.14,62
Pleasant,0.27,22
Rex,0.64,46
Shelby,0.95,57
Thad,0.79,31
Axel,0.13,10
Basil,0.81,30
Benjaman,0.12,47
Bertie,0.67,21
Buck,0.44,32
Butler,0.2,40
Cassius,0.74,53
Denis,0.35,28
Doc,0.06,61
Dora,0.59,43
Duncan,0.07,23
Ely,0.38,7
Ernie,0.33,39
Erwin,0.1,56
Evan,0.62,35
Evans,0.71,25
Frances,0.88,55
Garnett,0.05,41
Giles,0.2,7
Hamp,0.11,12
Jean,0.84,21
Jordan,0.19,47
June,0.92,21
Lenard,0.64,36
Lum,0.06,56
Lyle,0.74,47
Mahlon,0.05,9
Mason,0.3,10
Mat,0.73,53
Pierre,0.21,10
Price,0.05,56
Rodney,0.4,38
Rubin,0.72,61
Theo,0.8,55
Watt,0.1,61
Wyatt,0.78,20
Albin,1,59
Aloysius,0.79,14
Benton,0.66,50
Bernie,0.19,31
Bishop,0.18,30
Cornelious,0.3,21
Coy,0.24,24
Dexter,0.48,7
Drew,0.44,34
Emmitt,0.98,47
Ezekiel,0.94,55
Finis,0.1,42
Furman,0.75,8
Howell,0.93,45
Issac,0.31,27
Johnson,0.3,10
Jones,0.51,65
Lacy,0.71,33
Llewellyn,0.69,20
Manley,0.08,6
Odie,0.12,60
Olin,0.22,34
Omar,0.23,38
Oswald,0.42,22
Paris,0.92,35
Pinkney,0.52,63
Quincy,0.31,45
Richmond,0.99,41
Rupert,0.38,10
Shirley,0.17,34
Sid,0.01,54
Tim,0.3,58
Volney,0.05,6
Webb,0.11,28
West,0.24,18
Abel,1,46
Alma,0.57,20
Alonza,0.68,34
Berton,0.97,25
Dillard,0.03,19
Early,0.01,22
Ephraim,0.17,8
Ephriam,0.76,29
Evert,0.15,24
Gary,0.19,40
Gaston,0.07,64
Hosea,0.41,22
Hunter,0.37,65
Kirk,0.46,61
Linus,0.54,20
Lonzo,0.77,62
Lou,0.26,42
Lowell,0.52,35
Martha,0.34,35
Merrill,0.4,59
Miguel,0.7,23
Minnie,0.02,35
Mitchel,0.95,51
Noel,0.93,18
Norris,0.27,6
Otha,0.6,25
Perley,0.13,39
Reinhold,0.52,16
Rush,0.18,25
Samual,0.9,42
Sanders,0.4,41
Sebastian,0.87,20
Seymour,0.05,48
Shelton,0.29,11
Squire,0.67,50
Stuart,0.82,30
Sydney,0.46,52
Theron,0.85,6
Travis,0.19,30
